Date,Adj Close,Close,High,Low,Open,Volume
2021-04-12,6161.68017578125,6161.68017578125,6183.02001953125,6151.52001953125,6167.31982421875,0
2021-04-13,6184.10009765625,6184.10009765625,6193.240234375,6156.490234375,6171.8798828125,74722300
2021-04-14,6208.580078125,6208.580078125,6217.740234375,6194.5498046875,6214.490234375,0
2021-04-15,6234.14013671875,6234.14013671875,6244.22998046875,6209.58984375,6219.0400390625,66204600
2021-04-16,6287.06982421875,6287.06982421875,6299.56005859375,6229.2998046875,6229.64990234375,86378000
2021-04-19,6296.68994140625,6296.68994140625,6319.080078125,6293.169921875,6294.740234375,58527600
2021-04-20,6165.10986328125,6165.10986328125,6285.2900390625,6154.02978515625,6281.10009765625,0
2021-04-21,6210.5498046875,6210.5498046875,6227.0400390625,6178.66015625,6180.68994140625,77394900
2021-04-22,6267.27978515625,6267.27978515625,6274.18994140625,6225.58984375,6230.2099609375,67091000
2021-04-23,6257.93994140625,6257.93994140625,6280.81005859375,6227.18994140625,6259.6298828125,61769900
2021-04-26,6275.52001953125,6275.52001953125,6288.7900390625,6240.990234375,6256.0400390625,64366500
2021-04-27,6273.759765625,6273.759765625,6282.52001953125,6255.41015625,6273.35986328125,66019200
2021-04-28,6306.97998046875,6306.97998046875,6320.10986328125,6283.6201171875,6293.2099609375,69450200
2021-04-29,6302.56982421875,6302.56982421875,6352.35986328125,6287.43994140625,6341.1201171875,78833300
2021-04-30,6269.47998046875,6269.47998046875,6320.14013671875,6268.85986328125,6316.31982421875,80057800
2021-05-03,6307.89990234375,6307.89990234375,6314.919921875,6252.66015625,6285.509765625,49980000
2021-05-04,6251.75,6251.75,6355.8701171875,6238.7900390625,6319.490234375,85369200
2021-05-05,6339.47021484375,6339.47021484375,6339.47021484375,6275.14013671875,6284.5400390625,83862000
2021-05-06,6357.08984375,6357.08984375,6377.580078125,6321.72021484375,6348.89990234375,86375500
2021-05-07,6385.509765625,6385.509765625,6390.0400390625,6342.3701171875,6388.919921875,78606600
2021-05-10,6385.990234375,6385.990234375,6395.60009765625,6367.0400390625,6395.3798828125,76551300
2021-05-11,6267.39013671875,6267.39013671875,6324.31005859375,6226.10986328125,6314.27001953125,100699500
2021-05-12,6279.35009765625,6279.35009765625,6299.240234375,6233.9599609375,6259.6298828125,80897700
2021-05-13,6288.330078125,6288.330078125,6303.7001953125,6150.43017578125,6219.72998046875,64872900
2021-05-14,6385.14013671875,6385.14013671875,6385.669921875,6301.18994140625,6335.81982421875,66935700
